Id,SalePrice
1461,121495.34306087434
1462,156284.58749544312
1463,189650.60622240277
1464,200950.18630621664
1465,200280.67649098882
1466,172798.42016656316
1467,177633.1861163053
1468,160460.7398213344
1469,200449.0168032343
1470,119177.12646907075
1471,167620.03383110784
1472,95789.07198250174
1473,94634.30360817445
1474,145284.19261648576
1475,108352.07933964115
1476,365481.2111975238
1477,255867.9937594128
1478,315312.08587499714
1479,299725.9167432232
1480,503612.4996237277
1481,329718.2184959969
1482,208779.78901088022
1483,184872.69932866862
1484,159838.8459973852
1485,184929.40343808336
1486,189413.69233262213
1487,346934.4186206433
1488,213812.97171336575
1489,197577.01620583676
1490,251805.33269851355
1491,195952.82801153482
1492,98232.51442421415
1493,181205.03593933673
1494,304980.63908417075
1495,289267.7563822954
1496,236879.3683267985
1497,181999.46360726762
1498,188463.0673727056
1499,165940.14951082243
1500,156333.093861428
1501,181536.7249530566
1502,140505.39599407784
1503,323372.5158663835
1504,241365.55298314072
1505,230994.04936981117
1506,191419.46591246326
1507,245241.35714004852
1508,200770.2007070913
1509,160069.79636358554
1510,144126.9963748403
1511,169062.5112414707
1512,173641.36455770195
1513,139400.8891453337
1514,161738.6615851197
1515,193756.45003521437
1516,152630.87762929028
1517,175714.56552823161
1518,130513.67783519832
1519,205587.6719850822
1520,126420.3389849913
1521,132916.09457300065
1522,180562.70703206834
1523,116772.80361364392
1524,128044.41693835193
1525,121471.07605348034
1526,111841.46436926199
1527,109354.96071477575
1528,137142.02985598013
1529,157665.26584495447
1530,190681.83361464064
1531,108521.11211258195
1532,90465.33979260271
1533,154888.44883736453
1534,127425.6487947498
1535,148010.9273786351
1536,104671.84323662064
1537,59843.69795405396
1538,150762.34910922853
1539,192532.7023470422
1540,84025.05562345393
1541,140998.04292532365
1542,159247.33948623767
1543,181831.37451589393
1544,83440.14971199629
1545,116126.37821745784
1546,136849.04134047686
1547,133277.86989991766
1548,141379.89380240304
1549,121344.10489651674
1550,137390.7344948061
1551,103286.46254310098
1552,141388.06159926535
1553,143813.78815086267
1554,116389.26478903831
1555,166277.64299410832
1556,82457.74174519964
1557,123247.1690939939
1558,106617.63106398491
1559,59555.85188716034
1560,129453.2781094895
1561,129363.879303923
1562,130272.00317981272
1563,120401.70744387283
1564,159950.23594093262
